time_in_range,time_below_range,time_above_range,mean_glucose,min_glucose,max_glucose,avg_basal,avg_bolus,hypoglycemia_events,hyperglycemia_events,reward_basal_episode,reward_bolus_episode,reward_basal_sum,reward_bolus_sum,episode,steps,using_mock_env,basal_actor_loss_mean,bolus_actor_loss_mean,basal_critic_loss_mean,bolus_critic_loss_mean,planner_intervention_steps,planner_intervention_rate,planner_hard_safety_steps,planner_predicted_low_steps,basal_updates,bolus_updates,basal_replay_size,bolus_replay_size,patient_name,episode_seed,phase,scenario,planner_enabled,train_basal,train_bolus
1.0,0.0,0.0,106.06487274169922,99.0541763305664,138.42730712890625,0.0038124327547848225,0.0,0.0,0.0,7.220594937647343,4.932393004374922,218.0,4.932393004374922,1.0,84.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,84.0,0.0,adult#010,7.0,basal_pretrain,A,0.0,1.0,0.0
1.0,0.0,0.0,109.61603546142578,89.33123016357422,149.15451049804688,0.12189677357673645,0.0016130794538185,0.0,0.0,5.958987070393183,24.712534088907873,1118.0,24.712534088907873,2.0,576.0,1.0,0.0,-1.0622103011156774,0.0,0.12019992748769062,0.0,0.0,0.0,425.0,0.0,449.0,84.0,576.0,adult#008,8.0,bolus_train,A,0.0,0.0,1.0
